"gameId","easternStartTime","gameDate","gameNumber","gameScheduleStateId","gameStateId","gameType","homeScore","homeTeamId","period","season","visitingScore","visitingTeamId"
1943020001,"1943-10-30T20:30:00","10/30/1943",1,1,7,2,2,8,3,19431944,2,6
1943020002,"1943-10-30T20:30:00","10/30/1943",2,1,7,2,5,10,3,19431944,2,3
1943020003,"1943-10-31T20:30:00","10/31/1943",3,1,7,2,8,17,3,19431944,3,3
1943020004,"1943-10-31T21:30:00","10/31/1943",4,1,7,2,1,16,3,19431944,4,10
1943020005,"1943-11-02T20:30:00","11/2/1943",5,1,7,2,2,8,3,19431944,1,3
1943020006,"1943-11-04T21:30:00","11/4/1943",6,1,7,2,3,16,3,19431944,5,8
1943020007,"1943-11-04T20:30:00","11/4/1943",7,1,7,2,5,17,3,19431944,5,10
1943020008,"1943-11-06T20:30:00","11/6/1943",8,1,7,2,2,10,3,19431944,5,6
1943020009,"1943-11-06T20:45:00","11/6/1943",9,1,7,2,3,3,3,19431944,4,16
1943020010,"1943-11-07T21:00:00","11/7/1943",10,1,7,2,5,8,3,19431944,1,16
1943020011,"1943-11-07T20:30:00","11/7/1943",11,1,7,2,6,17,3,19431944,4,6
1943020012,"1943-11-07T20:45:00","11/7/1943",12,1,7,2,4,3,3,19431944,7,10
1943020013,"1943-11-11T20:30:00","11/11/1943",13,1,7,2,2,10,3,19431944,2,17
1943020014,"1943-11-11T21:30:00","11/11/1943",14,1,7,2,6,16,3,19431944,4,6
1943020015,"1943-11-13T20:30:00","11/13/1943",15,1,7,2,4,8,3,19431944,1,17
1943020016,"1943-11-13T20:30:00","11/13/1943",16,1,7,2,1,10,3,19431944,4,16
1943020017,"1943-11-13T20:45:00","11/13/1943",17,1,7,2,2,3,3,19431944,6,6
1943020018,"1943-11-14T20:30:00","11/14/1943",18,1,7,2,0,17,3,19431944,2,8
1943020019,"1943-11-14T21:30:00","11/14/1943",19,1,7,2,10,16,3,19431944,5,3
1943020020,"1943-11-16T20:30:00","11/16/1943",20,1,7,2,2,6,3,19431944,2,8
1943020021,"1943-11-18T20:30:00","11/18/1943",21,1,7,2,5,8,3,19431944,2,10
1943020022,"1943-11-18T20:45:00","11/18/1943",22,1,7,2,1,3,3,19431944,3,17
1943020023,"1943-11-18T21:30:00","11/18/1943",23,1,7,2,7,16,3,19431944,3,6
1943020024,"1943-11-20T20:30:00","11/20/1943",24,1,7,2,2,10,3,19431944,7,8
1943020025,"1943-11-21T21:00:00","11/21/1943",25,1,7,2,13,8,3,19431944,4,6
1943020026,"1943-11-21T20:30:00","11/21/1943",26,1,7,2,5,17,3,19431944,2,16
1943020027,"1943-11-21T20:45:00","11/21/1943",27,1,7,2,2,3,3,19431944,5,10
1943020028,"1943-11-23T20:15:00","11/23/1943",28,1,7,2,8,6,3,19431944,5,10
1943020029,"1943-11-25T21:30:00","11/25/1943",29,1,7,2,4,16,3,19431944,3,17
1943020030,"1943-11-25T20:15:00","11/25/1943",30,1,7,2,6,6,3,19431944,2,3
1943020031,"1943-11-27T20:00:00","11/27/1943",31,1,7,2,6,8,3,19431944,3,3
1943020032,"1943-11-27T20:30:00","11/27/1943",32,1,7,2,7,10,3,19431944,4,6
1943020033,"1943-11-28T20:45:00","11/28/1943",33,1,7,2,2,3,3,19431944,2,8
1943020034,"1943-11-28T20:30:00","11/28/1943",34,1,7,2,6,17,3,19431944,4,10
1943020035,"1943-11-28T21:30:00","11/28/1943",35,1,7,2,5,16,3,19431944,4,6
1943020036,"1943-11-30T20:15:00","11/30/1943",36,1,7,2,6,6,3,19431944,5,16
1943020037,"1943-12-02T20:30:00","12/2/1943",37,1,7,2,6,8,3,19431944,2,16
1943020038,"1943-12-02T20:30:00","12/2/1943",38,1,7,2,6,10,3,19431944,5,17
1943020039,"1943-12-04T20:30:00","12/4/1943",39,1,7,2,11,10,3,19431944,4,3
1943020040,"1943-12-04T20:30:00","12/4/1943",40,1,7,2,8,8,3,19431944,2,17
1943020041,"1943-12-05T20:30:00","12/5/1943",41,1,7,2,5,6,3,19431944,4,8
1943020042,"1943-12-05T21:30:00","12/5/1943",42,1,7,2,7,16,3,19431944,6,3
1943020043,"1943-12-07T20:15:00","12/7/1943",43,1,7,2,6,6,3,19431944,6,17
1943020044,"1943-12-11T20:30:00","12/11/1943",44,1,7,2,4,10,3,19431944,2,8
1943020045,"1943-12-11T20:30:00","12/11/1943",45,1,7,2,9,6,3,19431944,6,3
1943020046,"1943-12-12T20:30:00","12/12/1943",46,1,7,2,1,17,3,19431944,5,8
1943020047,"1943-12-12T21:30:00","12/12/1943",47,1,7,2,3,16,3,19431944,2,10
1943020048,"1943-12-12T20:45:00","12/12/1943",48,1,7,2,6,3,3,19431944,4,6
1943020049,"1943-12-14T20:15:00","12/14/1943",49,1,7,2,4,6,3,19431944,3,16
1943020050,"1943-12-16T20:30:00","12/16/1943",50,1,7,2,1,10,3,19431944,4,17
1943020051,"1943-12-18T20:30:00","12/18/1943",51,1,7,2,8,10,3,19431944,4,16
1943020052,"1943-12-19T21:00:00","12/19/1943",52,1,7,2,3,8,3,19431944,1,6
1943020053,"1943-12-19T20:45:00","12/19/1943",53,1,7,2,6,3,3,19431944,2,17
1943020054,"1943-12-19T21:30:00","12/19/1943",54,1,7,2,2,16,3,19431944,5,10
1943020055,"1943-12-21T20:15:00","12/21/1943",55,1,7,2,8,6,3,19431944,5,10
1943020056,"1943-12-22T21:30:00","12/22/1943",56,1,7,2,7,16,3,19431944,1,17
1943020057,"1943-12-23T20:30:00","12/23/1943",57,1,7,2,5,17,3,19431944,3,3
1943020058,"1943-12-25T20:15:00","12/25/1943",58,1,7,2,5,8,3,19431944,1,16
1943020059,"1943-12-25T20:30:00","12/25/1943",59,1,7,2,3,10,3,19431944,5,3
1943020060,"1943-12-26T20:30:00","12/26/1943",60,1,7,2,4,17,3,19431944,4,6
1943020061,"1943-12-26T20:45:00","12/26/1943",61,1,7,2,7,3,3,19431944,6,16
1943020062,"1943-12-28T20:15:00","12/28/1943",62,1,7,2,5,6,3,19431944,2,17
1943020063,"1943-12-30T20:30:00","12/30/1943",63,1,7,2,8,8,3,19431944,3,17
1943020064,"1943-12-31T20:00:00","12/31/1943",64,1,7,2,0,3,3,19431944,4,10
1943020065,"1944-01-01T21:30:00","1/1/1944",65,1,7,2,0,16,3,19431944,4,8
1943020066,"1944-01-01T20:30:00","1/1/1944",66,1,7,2,2,6,3,19431944,5,10
1943020067,"1944-01-02T20:30:00","1/2/1944",67,1,7,2,2,17,3,19431944,5,8
1943020068,"1944-01-02T20:45:00","1/2/1944",68,1,7,2,3,3,3,19431944,13,6
1943020069,"1944-01-04T20:30:00","1/4/1944",69,1,7,2,6,8,3,19431944,3,10
1943020070,"1944-01-04T20:15:00","1/4/1944",70,1,7,2,6,6,3,19431944,4,16
1943020071,"1944-01-06T20:45:00","1/6/1944",71,1,7,2,0,3,3,19431944,5,17
1943020072,"1944-01-06T20:30:00","1/6/1944",72,1,7,2,6,10,3,19431944,1,16
1943020073,"1944-01-08T20:15:00","1/8/1944",73,1,7,2,8,8,3,19431944,2,3
1943020074,"1944-01-08T20:30:00","1/8/1944",74,1,7,2,12,10,3,19431944,3,6
1943020075,"1944-01-09T20:45:00","1/9/1944",75,1,7,2,5,3,3,19431944,6,8
1943020076,"1944-01-09T20:00:00","1/9/1944",76,1,7,2,4,17,3,19431944,2,16
1943020077,"1944-01-11T20:30:00","1/11/1944",77,1,7,2,5,10,3,19431944,0,8
1943020078,"1944-01-13T20:30:00","1/13/1944",78,1,7,2,2,8,3,19431944,2,17
1943020079,"1944-01-13T20:30:00","1/13/1944",79,1,7,2,2,3,3,19431944,5,16
1943020080,"1944-01-15T20:30:00","1/15/1944",80,1,7,2,4,10,3,19431944,6,17
1943020081,"1944-01-15T20:30:00","1/15/1944",81,1,7,2,7,6,3,19431944,5,3
1943020082,"1944-01-16T21:30:00","1/16/1944",82,1,7,2,1,16,3,19431944,1,8
1943020083,"1944-01-16T20:30:00","1/16/1944",83,1,7,2,4,17,3,19431944,1,10
1943020084,"1944-01-16T20:45:00","1/16/1944",84,1,7,2,8,3,3,19431944,6,6
1943020085,"1944-01-18T20:15:00","1/18/1944",85,1,7,2,2,6,3,19431944,7,10
1943020086,"1944-01-20T20:30:00","1/20/1944",86,1,7,2,4,17,3,19431944,3,16
1943020087,"1944-01-22T20:30:00","1/22/1944",87,1,7,2,6,8,3,19431944,2,6
1943020088,"1944-01-22T20:30:00","1/22/1944",88,1,7,2,1,10,3,19431944,5,3
1943020089,"1944-01-23T20:30:00","1/23/1944",89,1,7,2,1,6,3,19431944,4,8
1943020090,"1944-01-23T20:30:00","1/23/1944",90,1,7,2,15,17,3,19431944,0,3
1943020091,"1944-01-23T21:30:00","1/23/1944",91,1,7,2,5,16,3,19431944,3,10
1943020092,"1944-01-25T20:15:00","1/25/1944",92,1,7,2,3,6,3,19431944,6,17
1943020093,"1944-01-27T20:30:00","1/27/1944",93,1,7,2,2,8,3,19431944,2,10
1943020094,"1944-01-27T21:30:00","1/27/1944",94,1,7,2,6,16,3,19431944,4,3
1943020095,"1944-01-29T20:30:00","1/29/1944",95,1,7,2,6,17,3,19431944,1,6
1943020096,"1944-01-29T20:30:00","1/29/1944",96,1,7,2,3,10,3,19431944,4,16
1943020097,"1944-01-30T20:45:00","1/30/1944",97,1,7,2,3,3,3,19431944,5,8
1943020098,"1944-01-30T21:30:00","1/30/1944",98,1,7,2,3,16,3,19431944,2,17
1943020099,"1944-02-01T20:30:00","2/1/1944",99,1,7,2,0,6,3,19431944,2,16
1943020100,"1944-02-03T20:30:00","2/3/1944",100,1,7,2,12,17,3,19431944,2,3
1943020101,"1944-02-05T20:15:00","2/5/1944",101,1,7,2,6,8,3,19431944,1,16
1943020102,"1944-02-05T20:30:00","2/5/1944",102,1,7,2,3,10,3,19431944,1,17
1943020103,"1944-02-05T20:30:00","2/5/1944",103,1,7,2,7,6,3,19431944,2,3
1943020104,"1944-02-06T20:45:00","2/6/1944",104,1,7,2,4,3,3,19431944,4,16
1943020105,"1944-02-06T20:30:00","2/6/1944",105,1,7,2,3,17,3,19431944,2,10
1943020106,"1944-02-08T20:30:00","2/8/1944",106,1,7,2,3,6,3,19431944,0,8
1943020107,"1944-02-10T20:45:00","2/10/1944",107,1,7,2,3,3,3,19431944,8,17
1943020108,"1944-02-10T21:00:00","2/10/1944",108,1,7,2,4,16,3,19431944,5,6
1943020109,"1944-02-12T20:30:00","2/12/1944",109,1,7,2,2,10,3,19431944,3,8
1943020110,"1944-02-13T20:45:00","2/13/1944",110,1,7,2,3,3,3,19431944,6,10
1943020111,"1944-02-13T20:30:00","2/13/1944",111,1,7,2,1,6,3,19431944,4,17
1943020112,"1944-02-13T21:30:00","2/13/1944",112,1,7,2,2,16,3,19431944,2,8
1943020113,"1944-02-17T20:30:00","2/17/1944",113,1,7,2,2,17,3,19431944,3,8
1943020114,"1944-02-19T20:15:00","2/19/1944",114,1,7,2,5,8,3,19431944,2,3
1943020115,"1944-02-19T20:30:00","2/19/1944",115,1,7,2,10,10,3,19431944,4,6
1943020116,"1944-02-20T20:45:00","2/20/1944",116,1,7,2,2,3,3,19431944,7,8
1943020117,"1944-02-20T20:30:00","2/20/1944",117,1,7,2,6,17,3,19431944,5,6
1943020118,"1944-02-20T21:30:00","2/20/1944",118,1,7,2,0,16,3,19431944,0,10
1943020119,"1944-02-22T20:45:00","2/22/1944",119,1,7,2,4,3,3,19431944,8,16
1943020120,"1944-02-24T20:45:00","2/24/1944",120,1,7,2,3,3,3,19431944,3,17
1943020121,"1944-02-24T20:30:00","2/24/1944",121,1,7,2,3,8,3,19431944,1,10
1943020122,"1944-02-26T20:30:00","2/26/1944",122,1,7,2,10,8,3,19431944,2,6
1943020123,"1944-02-26T20:30:00","2/26/1944",123,1,7,2,2,10,3,19431944,3,16
1943020124,"1944-02-27T21:30:00","2/27/1944",124,1,7,2,4,16,3,19431944,2,3
1943020125,"1944-02-27T20:30:00","2/27/1944",125,1,7,2,1,17,3,19431944,5,8
1943020126,"1944-02-29T20:15:00","2/29/1944",126,1,7,2,3,6,3,19431944,7,10
1943020127,"1944-03-02T20:30:00","3/2/1944",127,1,7,2,6,17,3,19431944,5,3
1943020128,"1944-03-02T21:30:00","3/2/1944",128,1,7,2,4,16,3,19431944,2,6
1943020129,"1944-03-04T20:30:00","3/4/1944",129,1,7,2,10,6,3,19431944,9,3
1943020130,"1944-03-04T20:30:00","3/4/1944",130,1,7,2,6,17,3,19431944,2,16
1943020131,"1944-03-04T20:30:00","3/4/1944",131,1,7,2,2,10,3,19431944,5,8
1943020132,"1944-03-05T21:00:00","3/5/1944",132,1,7,2,8,8,3,19431944,3,10
1943020133,"1944-03-05T21:30:00","3/5/1944",133,1,7,2,6,16,3,19431944,1,17
1943020134,"1944-03-05T20:45:00","3/5/1944",134,1,7,2,4,3,3,19431944,4,6
1943020135,"1944-03-07T20:15:00","3/7/1944",135,1,7,2,4,6,3,19431944,8,17
1943020136,"1944-03-09T20:45:00","3/9/1944",136,1,7,2,0,3,3,19431944,8,10
1943020137,"1944-03-09T21:30:00","3/9/1944",137,1,7,2,2,16,3,19431944,3,8
1943020138,"1944-03-11T20:30:00","3/11/1944",138,1,7,2,4,8,3,19431944,3,17
1943020139,"1944-03-11T20:30:00","3/11/1944",139,1,7,2,5,10,3,19431944,0,3
1943020140,"1944-03-12T21:30:00","3/12/1944",140,1,7,2,4,16,3,19431944,4,3
1943020141,"1944-03-12T20:30:00","3/12/1944",141,1,7,2,6,6,3,19431944,5,8
1943020142,"1944-03-12T20:30:00","3/12/1944",142,1,7,2,4,17,3,19431944,1,10
1943020143,"1944-03-14T20:15:00","3/14/1944",143,1,7,2,6,6,3,19431944,4,16
1943020144,"1944-03-16T20:30:00","3/16/1944",144,1,7,2,10,17,3,19431944,9,6
1943020145,"1944-03-16T20:30:00","3/16/1944",145,1,7,2,3,8,3,19431944,2,16
1943020146,"1944-03-18T20:15:00","3/18/1944",146,1,7,2,11,8,3,19431944,2,3
1943020147,"1944-03-18T20:30:00","3/18/1944",147,1,7,2,6,17,3,19431944,3,16
1943020148,"1944-03-18T20:30:00","3/18/1944",148,1,7,2,10,10,3,19431944,2,6
1943020149,"1944-03-19T20:45:00","3/19/1944",149,1,7,2,1,3,3,19431944,6,8
1943020150,"1944-03-19T21:30:00","3/19/1944",150,1,7,2,2,16,3,19431944,0,17
1943030111,"1944-03-21T20:00:00","3/21/1944",111,1,7,3,1,8,3,19431944,3,10
1943030112,"1944-03-23T20:00:00","3/23/1944",112,1,7,3,5,8,3,19431944,1,10
1943030113,"1944-03-25T20:00:00","3/25/1944",113,1,7,3,1,10,3,19431944,2,8
1943030114,"1944-03-28T20:00:00","3/28/1944",114,1,7,3,1,10,3,19431944,4,8
1943030115,"1944-03-30T20:00:00","3/30/1944",115,1,7,3,11,8,3,19431944,0,10
1943030121,"1944-03-21T20:00:00","3/21/1944",121,1,7,3,1,17,3,19431944,2,16
1943030122,"1944-03-23T20:00:00","3/23/1944",122,1,7,3,4,17,3,19431944,1,16
1943030123,"1944-03-26T21:00:00","3/26/1944",123,1,7,3,2,16,3,19431944,0,17
1943030124,"1944-03-28T21:00:00","3/28/1944",124,1,7,3,7,16,3,19431944,1,17
1943030125,"1944-03-30T20:00:00","3/30/1944",125,1,7,3,2,17,3,19431944,5,16
1943030211,"1944-04-04T20:00:00","4/4/1944",211,1,7,3,5,8,3,19431944,1,16
1943030212,"1944-04-06T21:00:00","4/6/1944",212,1,7,3,1,16,3,19431944,3,8
1943030213,"1944-04-09T21:00:00","4/9/1944",213,1,7,3,2,16,3,19431944,3,8
1943030214,"1944-04-13T20:00:00","4/13/1944",214,1,7,3,5,8,4,19431944,4,16
